"ward_no","gender","age","ethnicity","mother_tongue","religion","education","economically_active","marital_status","disability_type","health_status","disease_name"
"ward_10","male","81","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","No","एकल विवाह","अपाङ्गता नभएको","दीर्घ रोगी","15. Other Injuries"
"ward_10","male","81","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","No","एकल विवाह","अपाङ्गता नभएको","दीर्घ रोगी","15. Other Injuries"
"ward_3","female","86","पहाडी जनजाती","नेवारी","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","सामान्य रोगी","11. Hypertension"
"ward_3","female","4","मधेशी बाह्मण क्षेत्री / राजपुत","मैथली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_3","male","81","पहाडी जनजाती","नेवारी","हिन्दू","साधारण लेखपढ (साक्षर)","No","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_3","male","88","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","No","एकल विवाह","अपाङ्गता नभएको","सामान्य रोगी","13. Asthma"
"ward_3","male","79","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","सामान्य रोगी","15. Other Injuries"
"ward_8","female","78","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","माध्यमिक तह","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","female","85","पहाडी जनजाती","मगर","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_10","male","79","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","सामान्य रोगी","3. Stroke"
"ward_1","female","78","पहाडी जनजाती","नेवारी","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_8","male","78","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
