"ward_no","gender","age","ethnicity","mother_tongue","religion","education","economically_active","marital_status","disability_type","health_status","disease_name"
"ward_2","male",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_5","male",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी",,"हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_8","male",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_2","female",,"पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_6","male",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_8","male",,"पहाडी जनजाती","लिम्बु","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_5","third",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","थाहा नभएको/लागु नहुने",,,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","female",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_8","male",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_10","female",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","male","96","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","female","17","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_10","male","1","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_6","male","2","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_1","male","6","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_6","male","15","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","माध्यमिक तह","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_2","male","55","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","female","4","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","male",,"पहाडी दलित","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","male",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","female","31","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","female","1","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_4","male","3","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_1","female","1","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_8","female","3","पहाडी जनजाती","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","male",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","male",,"पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","male",,"पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","male",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","female",,"पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","male","75","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","पूर्व प्राथमिक","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","female",,"पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_6","male",,"पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_6","female",,"पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","शारीरिक अपाङ्गता","सामान्य रोगी","22. Congenital Anomalies"
"ward_9","female",,"तराई जनजाती","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","सामान्य रोगी","1. Lung Disease"
"ward_8","male",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_8","female",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_8","female",,"पहाडी जनजाती","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_8","female",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_8","female",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_3","female",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_6","female",,"पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","male",,"पहाडी दलित","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","female",,"पहाडी दलित","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","female",,"पहाडी दलित","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_5","female",,"पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","थाहा नभएको/लागु नहुने","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","female","11","पहाडी जनजाती","नेपाली","हिन्दू","पूर्व प्राथमिक","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_10","male","16","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","माध्यमिक तह","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_2","female","8","पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","female","3","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_1","male","8","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","पूर्व प्राथमिक","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_6","male","29","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","स्नातक तह","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","male","11","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","आधारभूत तह","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","male","5","पहाडी जनजाती","तामाङ्ग","बौद्ध",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","male","11","पहाडी जनजाती","तामाङ्ग","बौद्ध","आधारभूत तह","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_2","male","28","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_1","male","2","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_3","female","2","पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_10","male","4","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","male","14","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","आधारभूत तह","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_3","female","1","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_8","male","3","पहाडी जनजाती","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_4","male","4","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","female","3","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_8","male","2","पहाडी जनजाती","तामाङ्ग","बौद्ध",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","male","4","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_10","female","9","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","आधारभूत तह","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","female","4","पहाडी जनजाती","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_3","male","8","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","उर्दू","मुस्लिम","आधारभूत तह","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_4","female","78","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_4","male","4","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_5","male","3","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","male","75","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","स्नातकोतर तह","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","female","98","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","female","77","पहाडी दलित","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","सामान्य रोगी","13. Asthma"
"ward_7","male","81","पहाडी दलित","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","yes","एकल विवाह","शारीरिक अपाङ्गता","दीर्घ रोगी","15. Other Injuries"
"ward_5","female","79","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_1","male","90","पहाडी जनजाती","नेवारी","हिन्दू","साधारण लेखपढ (साक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","सामान्य रोगी","13. Asthma"
"ward_10","male","80","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_10","male","89","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","सामान्य रोगी","13. Asthma"
"ward_7","male","86","पहाडी जनजाती","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_7","male","86","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","No","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_5","female","76","पहाडी आदिवासी","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_5","female","79","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_5","male","85","पहाडी जनजाती","नेवारी","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","सामान्य रोगी","5. Diabetes Mellitus"
"ward_5","female","79","पहाडी जनजाती","नेवारी","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_5","female","88","पहाडी जनजाती","नेपाली","क्रिस्चियन","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","सामान्य रोगी","1. Lung Disease"
"ward_5","female","80","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_5","male","84","पहाडी जनजाती","नेवारी","हिन्दू","साधारण लेखपढ (साक्षर)","No","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_3","female","77","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","सामान्य रोगी","15. Other Injuries"
"ward_10","male","79","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","सामान्य रोगी","13. Asthma"
"ward_10","female","80","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","सामान्य रोगी","15. Other Injuries"
"ward_2","female","78","पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_10","male","76","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","सामान्य रोगी","15. Other Injuries"
"ward_10","male","78","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_10","female","84","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_10","female","84","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_2","male","80","पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_2","female","80","पहाडी आदिवासी","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_7","female","83","पहाडी जनजाती","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","सामान्य रोगी","13. Asthma"
"ward_7","female","86","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_7","female","84","पहाडी आदिवासी","तामाङ्ग","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","No","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_3","female","84","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_3","male","76","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","पूर्व प्राथमिक","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_2","male","78","पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_2","female","78","पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","सामान्य रोगी","11. Hypertension"
"ward_7","male","83","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","सामान्य रोगी","13. Asthma"
"ward_7","female","83","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","सामान्य रोगी","13. Asthma"
"ward_10","male","83","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_10","male","81","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_10","female","80","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_5","female","84","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_6","male","78","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","No","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_4","male","88","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_6","male","79","पहाडी जनजाती","तामाङ्ग","बौद्ध","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_8","male","80","पहाडी जनजाती","नेपाली","हिन्दू","आधारभूत तह","No","एकल विवाह","अपाङ्गता नभएको","दीर्घ रोगी","15. Other Injuries"
"ward_8","female","80","पहाडी जनजाती","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","No","एकल विवाह","अपाङ्गता नभएको","दीर्घ रोगी","15. Other Injuries"
"ward_8","male","81","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_6","female","76","पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","सामान्य रोगी","13. Asthma"
"ward_1","male","88","पहाडी जनजाती","नेवारी","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","No","विधुर/विधवा","दृष्टिबिहिन (आँखा नदेख्न्ने)","स्वस्थ",
"ward_9","female","83","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_5","male","90","पहाडी जनजाती","नेवारी","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","दीर्घ रोगी","13. Asthma"
"ward_1","female","84","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","सामान्य रोगी","5. Diabetes Mellitus"
"ward_6","male","96","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_2","male","31","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","male","82","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","No","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_9","male","76","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_6","female","85","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_6","female","79","पहाडी जनजाती","नेवारी","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_9","male","79","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","सामान्य रोगी","5. Diabetes Mellitus"
"ward_1","male","77","पहाडी जनजाती","नेवारी","हिन्दू","साधारण लेखपढ (साक्षर)","yes","एकल विवाह","शारीरिक अपाङ्गता","दीर्घ रोगी","13. Asthma"
"ward_10","male","86","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","No","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_10","male","79","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_4","male","79","पहाडी जनजाती","नेवारी","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_4","female","79","पहाडी जनजाती","नेवारी","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_9","female","82","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_9","female","80","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","सामान्य रोगी","5. Diabetes Mellitus"
"ward_8","female","76","पहाडी जनजाती","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","No","एकल विवाह","अपाङ्गता नभएको","सामान्य रोगी","15. Other Injuries"
"ward_8","female","76","पहाडी जनजाती","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_9","male","78","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","स्नातक तह","yes","विधुर/विधवा","अपाङ्गता नभएको","सामान्य रोगी","5. Diabetes Mellitus"
"ward_7","female","83","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","No","विधुर/विधवा","शारीरिक अपाङ्गता","सामान्य रोगी","13. Asthma"
"ward_2","male","81","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_2","female","89","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_1","male","76","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","सामान्य रोगी","13. Asthma"
"ward_5","female","78","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू",,"No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_4","female","88","पहाडी जनजाती","नेपाली","क्रिस्चियन","पूर्व प्राथमिक","No","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_9","male","83","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","विधुर/विधवा","अपाङ्गता नभएको","स्वस्थ",
"ward_5","male","79","पहाडी बाह्मण / क्षेत्री / ठकुरी / सन्यासी","नेपाली","हिन्दू","साधारण लेखपढ (साक्षर)","No","एकल विवाह","अपाङ्गता नभएको","दीर्घ रोगी","15. Other Injuries"
